request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000058149,First Trust S&P 500 Diversified Dividend Aristocrats ETF,Y,Y,ticker,1.0,,True
KNO,AXS Knowledge Leaders ETF,not_determined,management_style_evidence_1.1,S000083575,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1587982/000119312526268843/0001193125-26-268843-index.html,2026q2_ncen.zip,0001193125-26-268843,S000083575,AXS Knowledge Leaders ETF,Y,,series_id,1.0,,True
KOKU,Xtrackers MSCI Kokusai Equity ETF,index_passive_identified,management_style_evidence_1.1,S000067508,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1503123/000094040025005824/0000940400-25-005824-index.html,2025q4_ncen.zip,0000940400-25-005824,S000067508,Xtrackers MSCI Kokusai Equity ETF,Y,Y,series_id,1.0,,False
KOMP,State Street SPDR S&P Kensho New Economies Composite ETF,index_passive_identified,management_style_evidence_1.1,S000063362,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000063362,SPDR S&P Kensho New Economies Composite ETF,Y,Y,series_id,0.7659574468085106,,False
KONG,Formidable Fortress ETF,not_determined,management_style_evidence_1.1,S000071250,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1771146/000100472626004649/0001004726-26-004649-index.html,2026q2_ncen.zip,0001004726-26-004649,S000071250,Formidable Fortress ETF,Y,,series_id,1.0,,True
KORP,American Century Diversified Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000060785,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1710607/000114554924068816/0001145549-24-068816-index.html,2024q4_ncen.zip,0001145549-24-068816,S000060785,American Century Diversified Corporate Bond ETF,Y,,series_id,1.0,,True
KRBN,KraneShares Global Carbon Strategy ETF,not_determined,management_style_evidence_1.1,S000066286,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000066286,KraneShares Global Carbon Strategy ETF,Y,Y,series_id,1.0,,True
KRE,State Street SPDR S&P Regional Banking ETF,index_passive_identified,management_style_evidence_1.1,S000012325,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000012325,SPDR(R) S&P Regional Banking(SM) ETF,Y,Y,series_id,0.7741935483870968,,False
KROP,Global X AgTech & Food Innovation ETF,not_determined,management_style_evidence_1.1,S000072327,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000072327,Global X AgTech & Food Innovation ETF,Y,Y,series_id,1.0,,True
KSA,iShares MSCI Saudi Arabia ETF,index_passive_identified,management_style_evidence_1.1,S000047939,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036825023225/0001410368-25-023225-index.html,2025q4_ncen.zip,0001410368-25-023225,S000047939,iShares MSCI Saudi Arabia ETF,Y,Y,series_id,1.0,,False
KSTR,KraneShares China Technology & Semiconductor STAR 50 Index ETF,index_passive_identified,management_style_evidence_1.1,S000069005,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000069005,KraneShares SSE STAR Market 50 Index ETF,Y,Y,series_id,0.56,,False
KTEC,KraneShares Hang Seng TECH Index ETF,index_passive_identified,management_style_evidence_1.1,S000070105,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000070105,KraneShares Hang Seng TECH Index ETF,Y,Y,series_id,1.0,,False
KURE,KraneShares MSCI All China Health Care Index ETF,index_passive_identified,management_style_evidence_1.1,S000059796,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000059796,KraneShares MSCI All China Health Care Index ETF,Y,Y,series_id,1.0,,False
KVLE,KraneShares Value Line Dynamic Dividend Equity Index ETF,systematic_or_rules_based,management_style_evidence_1.1,S000069664,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000069664,KraneShares Value Line(R) Dynamic Dividend Equity Index ETF,Y,Y,series_id,0.9885057471264368,,True
KWEB,KraneShares CSI China Internet ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547576/000204825126004798/0002048251-26-004798-index.html,2026q2_ncen.zip,0002048251-26-004798,S000041596,KraneShares CSI China Internet ETF,Y,Y,ticker,1.0,,True
KWT,iShares MSCI Kuwait ETF,index_passive_identified,management_style_evidence_1.1,S000068137,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036825023225/0001410368-25-023225-index.html,2025q4_ncen.zip,0001410368-25-023225,S000068137,iShares MSCI Kuwait ETF,Y,Y,series_id,1.0,,False
KXI,iShares Global Consumer Staples ETF,not_determined,management_style_evidence_1.1,S000008881,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000100472626004646/0001004726-26-004646-index.html,2026q2_ncen.zip,0001004726-26-004646,S000008881,iShares Global Consumer Staples ETF,Y,Y,series_id,1.0,,True
LBAY,Leatherback Long/Short Alternative Yield ETF,active_identified,management_style_evidence_1.1,S000069694,active_identified,high,primary_source_override,SEC shareholder report states that LBAY is actively managed,https://www.sec.gov/Archives/edgar/data/1742912/000199937126010365/lbay-ncsrs_022826.htm,,,,,,,manual_ticker_override,,,False
LCR,Leuthold Core ETF,not_determined,management_style_evidence_1.1,S000066699|S000083373,active_identified,high,primary_source_override,Issuer fact sheet identifies a flexible actively managed tactical asset-allocation process,https://funds.leutholdgroup.com/etf/LCR/fact_sheet,,,,,,,manual_ticker_override,,N-CEN bulk rows for this series omit the ETF and index boolean fields; issuer evidence controls.,True
LCTD,iShares World ex U.S. Carbon Transition Readiness Aware Active ETF,active_identified,management_style_evidence_1.1,,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1761055/000141036825014326/0001410368-25-014326-index.html,2025q4_ncen.zip,0001410368-25-014326,S000071282,BlackRock World ex U.S. Carbon Transition Readiness ETF,Y,,ticker,0.7789473684210526,,False
LCTU,iShares U.S. Carbon Transition Readiness Aware Active ETF,active_identified,management_style_evidence_1.1,,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1761055/000141036825014326/0001410368-25-014326-index.html,2025q4_ncen.zip,0001410368-25-014326,S000071281,BlackRock U.S. Carbon Transition Readiness ETF,Y,,ticker,0.7407407407407407,,False
LDEM,iShares ESG MSCI EM Leaders ETF,systematic_or_rules_based,management_style_evidence_1.1,S000067838,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036825023225/0001410368-25-023225-index.html,2025q4_ncen.zip,0001410368-25-023225,S000067838,iShares ESG MSCI EM Leaders ETF,Y,Y,series_id,1.0,,True
LDSF,First Trust Low Duration Strategic Focus ETF,not_determined,management_style_evidence_1.1,S000063239,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1667919/000094040025005820/0000940400-25-005820-index.html,2025q4_ncen.zip,0000940400-25-005820,S000063239,First Trust Low Duration Strategic Focus ETF,Y,,series_id,1.0,,True
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,active_identified,management_style_evidence_1.1,S000037977,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1450011/000145001125000520/0001450011-25-000520-index.html,2025q3_ncen.zip,0001450011-25-000520,S000037977,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,Y,,series_id,1.0,,False
LEGR,First Trust Indxx Innovative Transaction & Process ETF,index_passive_identified,management_style_evidence_1.1,S000061213,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000175272424283605/0001752724-24-283605-index.html,2024q4_ncen.zip,0001752724-24-283605,S000061213,First Trust Indxx Innovative Transaction & Process ETF,Y,Y,series_id,1.0,,False
LEMB,iShares J.P. Morgan EM Local Currency Bond,not_determined,management_style_evidence_1.1,S000033806,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/930667/000141036826001032/0001410368-26-001032-index.html,2026q1_ncen.zip,0001410368-26-001032,S000033806,iShares J.P. Morgan EM Local Currency Bond ETF,Y,Y,series_id,0.9032258064516129,,True
LEXI,Alexis Practical Tactical ETF,active_identified,management_style_evidence_1.1,S000072266,active_identified,high,primary_source_override,Issuer states that LEXI is actively managed and portfolio decisions respond to changing information,https://www.lexietf.com/,,,,,,,manual_ticker_override,,,False
LFEQ,VanEck Long/Flat Trend ETF,not_determined,management_style_evidence_1.1,S000054127,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036825033784/0001410368-25-033784-index.html,2025q4_ncen.zip,0001410368-25-033784,S000054127,VanEck Long/Flat Trend ETF,Y,Y,series_id,1.0,,True
LGH,HCM Defender 500 Index ETF,index_passive_identified,management_style_evidence_1.1,S000066142,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1537140/000091047225000625/0000910472-25-000625-index.html,2025q3_ncen.zip,0000910472-25-000625,S000066142,HCM Defender 500 Index ETF,Y,Y,series_id,1.0,,False
LGLV,State Street SPDR US Large Cap Low Volatility Index ETF,systematic_or_rules_based,management_style_evidence_1.1,S000039794,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000039794,SPDR SSGA US Large Cap Low Volatility Index ETF,Y,Y,series_id,0.8235294117647058,,True
LGOV,First Trust Long Duration Opportunities ETF,not_determined,management_style_evidence_1.1,S000064087,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1517936/000094040026000180/0000940400-26-000180-index.html,2026q1_ncen.zip,0000940400-26-000180,S000064087,First Trust Long Duration Opportunities ETF,Y,,series_id,1.0,,True
LIT,Global X Lithium & Battery Tech ETF,not_determined,management_style_evidence_1.1,S000029441,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001907/0002048251-26-001907-index.html,2026q1_ncen.zip,0002048251-26-001907,S000029441,Global X Lithium & Battery Tech ETF,Y,Y,series_id,1.0,,True
LKOR,Northern Trust Credit-Scored US Long Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000050613,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1491978/000207169126000168/0002071691-26-000168-index.html,2026q1_ncen.zip,0002071691-26-000168,S000050613,FlexShares Credit-Scored US Long Corporate Bond Index Fund,Y,Y,series_id,0.7674418604651163,,True
LMBS,First Trust Low Duration Opportunities ETF,not_determined,management_style_evidence_1.1,S000046204,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1517936/000094040026000180/0000940400-26-000180-index.html,2026q1_ncen.zip,0000940400-26-000180,S000046204,First Trust Low Duration Opportunities ETF,Y,,series_id,1.0,,True
LNGR,Global X Longevity Thematic ETF,not_determined,management_style_evidence_1.1,S000054162,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000054162,Global X Aging Population ETF,Y,Y,series_id,0.5769230769230769,,True
LOPP,Gabelli Love Our Planet & People ETF Gabelli Love Our Planet & People ETF,not_determined,management_style_evidence_1.1,S000069043,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1748425/000094040026025158/0000940400-26-025158-index.html,2026q2_ncen.zip,0000940400-26-025158,S000069043,Gabelli Love Our Planet & People ETF,Y,,series_id,0.5,,True
LOUP,Innovator Deepwater Frontier Tech ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1415726/000089418926000385/0000894189-26-000385-index.html,2026q1_ncen.zip,0000894189-26-000385,S000062244,Innovator Deepwater Frontier Tech ETF,Y,Y,ticker,1.0,,True
LOWC,SPDR MSCI ACWI Low Carbon Target ETF,index_passive_identified,management_style_evidence_1.1,S000047509,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1168164/000141036825034454/0001410368-25-034454-index.html,2025q4_ncen.zip,0001410368-25-034454,S000047509,SPDR MSCI ACWI Climate Paris Aligned ETF,Y,Y,series_id,0.625,,False
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000004361,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036826044733/0001410368-26-044733-index.html,2026q2_ncen.zip,0001410368-26-044733,S000004361,iShares iBoxx $ Investment Grade Corporate Bond ETF,Y,Y,series_id,1.0,,True
LQDB,iShares BBB Rated Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000071770,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036826044733/0001410368-26-044733-index.html,2026q2_ncen.zip,0001410368-26-044733,S000071770,iShares BBB Rated Corporate Bond ETF,Y,Y,series_id,1.0,,True
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000042862,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1524513/000141036826001033/0001410368-26-001033-index.html,2026q1_ncen.zip,0001410368-26-001033,S000042862,iShares Interest Rate Hedged Corporate Bond ETF,Y,Y,series_id,1.0,,True
LQDI,iShares Inflation Hedged Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000058011,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1524513/000141036826001033/0001410368-26-001033-index.html,2026q1_ncen.zip,0001410368-26-001033,S000058011,iShares Inflation Hedged Corporate Bond ETF,Y,Y,series_id,1.0,,True
LRGE,ClearBridge Large Cap Growth Select ETF,systematic_or_rules_based,management_style_evidence_1.1,S000057700,active_identified,high,primary_source_override,Issuer classifies LRGE as active equity with bottom-up security selection,https://www.franklintempleton.com/investments/options/exchange-traded-funds/products/91630/SINGLCLASS/clearbridge-large-cap-growth-esg-etf/LRGE,,,,,,,manual_ticker_override,,,True
LRGF,iShares U.S. Equity Factor ETF,systematic_or_rules_based,management_style_evidence_1.1,S000048623,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036825014340/0001410368-25-014340-index.html,2025q4_ncen.zip,0001410368-25-014340,S000048623,iShares U.S. Equity Factor ETF,Y,Y,series_id,1.0,,True
LRND,NYLIM U.S. Large Cap R&D Leaders ETF,not_determined,management_style_evidence_1.1,S000074745,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1415995/000175272425165942/0001752724-25-165942-index.html,2025q3_ncen.zip,0001752724-25-165942,S000074745,NYLI U.S. Large Cap R&D Leaders ETF,Y,Y,series_id,0.9811320754716981,,True
LRNZ,"TrueShares Technology, AI & Deep Learning ETF",not_determined,management_style_evidence_1.1,S000068068|S000092123,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1936157/000193615726000077/0001936157-26-000077-index.html,2026q1_ncen.zip,0001936157-26-000077,S000092123,"TrueShares Technology, AI & Deep Learning ETF",Y,,series_id,1.0,,True
LSAF,LeaderShares AlphaFactor US Core Equity ETF,not_determined,management_style_evidence_1.1,S000089063,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552947/000091047226000300/0000910472-26-000300-index.html,2026q1_ncen.zip,0000910472-26-000300,S000061956,LeaderShares AlphaFactor US Core Equity ETF,Y,Y,ticker,1.0,,True
LSAT,LeaderShares AlphaFactor Tactical Focused ETF,active_identified,management_style_evidence_1.1,S000089062,active_identified,high,primary_source_override,Issuer states that LSAT is an actively managed ETF using a quantitative factor methodology,https://www.leadersharesetfs.com/funds/leadershares-tactical-focused-etf,,,,,,,manual_ticker_override,,,False
LTPZ,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,index_passive_identified,management_style_evidence_1.1,S000026343,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1450011/000145001125000520/0001450011-25-000520-index.html,2025q3_ncen.zip,0001450011-25-000520,S000026343,PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund,Y,Y,series_id,1.0,,False
LVHB,Innovator Lunt Low Vol/High Beta Tactical ETF,active_identified,management_style_evidence_1.1,S000055264,index_passive_identified,high,primary_source_override,SEC prospectus identifies LVHB as an exchange-traded index fund tracking the Lunt Capital US Large Cap Equity Rotation Index,https://www.sec.gov/Archives/edgar/data/1595106/000143774919001848/elkhorn20190204_497k.htm,,,,,,,manual_ticker_override,,Historical LVHB was renamed and retickered BUFF in 2020; the unusually extended Yahoo history merits identity review.,True
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,systematic_or_rules_based,management_style_evidence_1.1,S000051686,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1645194/000094040026023423/0000940400-26-023423-index.html,2026q2_ncen.zip,0000940400-26-023423,S000051686,Franklin U.S. Low Volatility High Dividend Index ETF,Y,Y,series_id,1.0,,True
LVHI,Franklin International Low Volatility High Dividend Index ETF,systematic_or_rules_based,management_style_evidence_1.1,S000054583,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1645194/000094040026023423/0000940400-26-023423-index.html,2026q2_ncen.zip,0000940400-26-023423,S000054583,Franklin International Low Volatility High Dividend Index ETF,Y,Y,series_id,1.0,,True
MAGA,Truth Social America First ETF,not_determined,management_style_evidence_1.1,S000058757,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1540305/000089418925006969/0000894189-25-006969-index.html,2025q3_ncen.zip,0000894189-25-006969,S000058757,Point Bridge America First ETF,Y,Y,series_id,0.6923076923076923,,True
MAKX,ProShares S&P Kensho Smart Factories ETF,index_passive_identified,management_style_evidence_1.1,S000073417,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1174610/000175272425186802/0001752724-25-186802-index.html,2025q3_ncen.zip,0001752724-25-186802,S000073417,ProShares S&P Kensho Smart Factories ETF,Y,Y,series_id,1.0,,False
MAMB,Monarch Ambassador Income Index ETF,index_passive_identified,management_style_evidence_1.1,S000071242,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1644419/000091047226006460/0000910472-26-006460-index.html,2026q2_ncen.zip,0000910472-26-006460,S000071242,Monarch Ambassador Income Index ETF,Y,Y,series_id,1.0,,False
MBB,iShares MBS ETF,not_determined,management_style_evidence_1.1,S000013702,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036826044733/0001410368-26-044733-index.html,2026q2_ncen.zip,0001410368-26-044733,S000013702,iShares MBS ETF,Y,Y,series_id,1.0,,True
MBBB,VanEck Moody's Analytics BBB Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000069557,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000175272425165267/0001752724-25-165267-index.html,2025q3_ncen.zip,0001752724-25-165267,S000069557,VanEck Moody's Analytics BBB Corporate Bond ETF,Y,Y,series_id,1.0,,True
MBCE,Monarch Blue Chips Elite Index ETF,index_passive_identified,management_style_evidence_1.1,,index_passive_identified,high,primary_source_override,Issuer states that MBCE is a passively indexed ETF tracking the Monarch Blue Chips Elite Index,https://monarchfunds.com/blue-chips-elite-etf,,,,,,,manual_ticker_override,,,False
MBND,State Street Nuveen Municipal Bond ETF,not_determined,management_style_evidence_1.1,S000070917,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1516212/000175272425214851/0001752724-25-214851-index.html,2025q3_ncen.zip,0001752724-25-214851,S000070917,SPDR Nuveen Municipal Bond ETF,Y,,series_id,0.8135593220338984,,True
MBOX,Freedom Day Dividend ETF,systematic_or_rules_based,management_style_evidence_1.1,S000071574,active_identified,high,primary_source_override,SEC prospectus states that MBOX is actively managed,https://www.sec.gov/Archives/edgar/data/1592900/000159290025000169/R2.htm,,,,,,,manual_ticker_override,,,True
MBSD,Northern Trust Disciplined Duration MBS ETF,not_determined,management_style_evidence_1.1,S000046193,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1491978/000207169126000168/0002071691-26-000168-index.html,2026q1_ncen.zip,0002071691-26-000168,S000046193,FlexShares Disciplined Duration MBS Index Fund,Y,Y,series_id,0.7058823529411765,,True
MCEF,First Trust Municipal CEF Income Opportunity ETF,not_determined,management_style_evidence_1.1,S000053970,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1667919/000094040025005820/0000940400-25-005820-index.html,2025q4_ncen.zip,0000940400-25-005820,S000053970,First Trust Flexible Municipal High Income ETF,Y,,series_id,0.6829268292682927,,True
MCHI,iShares MSCI China ETF,index_passive_identified,management_style_evidence_1.1,S000031717,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000141036825023225/0001410368-25-023225-index.html,2025q4_ncen.zip,0001410368-25-023225,S000031717,iShares MSCI China ETF,Y,Y,series_id,1.0,,False
MDEV,First Trust Indxx Medical Devices ETF,index_passive_identified,management_style_evidence_1.1,S000071976,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000071976,First Trust Indxx Medical Devices ETF,Y,Y,series_id,1.0,,False
MDIV,Multi-Asset Diversified Income Index Fund,index_passive_identified,management_style_evidence_1.1,S000038245,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000175272424283605/0001752724-24-283605-index.html,2024q4_ncen.zip,0001752724-24-283605,S000038245,Multi-Asset Diversified Income Index Fund,Y,Y,series_id,1.0,,False
MDY,State Street SPDR S&P MIDCAP 400 ETF Trust,index_passive_identified,management_style_evidence_1.1,,index_passive_identified,high,primary_source_override,Issuer states that the unit investment trust seeks to track the S&P MidCap 400 Index,https://www.ssga.com/us/en/institutional/etfs/state-street-spdr-sp-midcap-400-etf-trust-mdy,,,,,,,manual_ticker_override,,Unit investment trust outside ordinary N-CEN registered-fund coverage.,False
MDYG,State Street SPDR S&P 400 Mid Cap Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000006987,SPDR(R) S & P 400 Mid Cap Growth ETF,Y,Y,ticker,0.8,,True
MDYV,State Street SPDR S&P 400 Mid Cap Value ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000006988,SPDR(R) S & P 400 Mid Cap Value ETF,Y,Y,ticker,0.7931034482758621,,True
